COUNTY,LONG,LAT,ELEV,DATE,RAINFALL,TMIN,TMEAN,TMAX,TDMEAN,VPDMIN,VPDMAX,MONTH_YEAR,YEAR,MONTH_YEAR_STR,YEAR_STR,TMIN_INDEX,TMAX_INDEX,TMEAN_INDEX,REL_HUMIDITY
Miami-Dade,-80.5684,25.6148,7,2018-06-10,0.1,74,80.4,86.8,74.2,0.49,14.44,2018-06,2018,2018-06,2018,74.5,103.2,85.3,81.5
Miami-Dade,-80.5684,25.6148,7,2018-06-11,0.54,74.5,80.6,86.7,73.4,0.73,14.04,2018-06,2018,2018-06,2018,74.9,101.3,85.3,78.8
Miami-Dade,-80.5684,25.6148,7,2018-06-12,0.12,74.8,80.5,86.2,73.1,0.75,15.52,2018-06,2018,2018-06,2018,75.2,99.5,85,78.3
Miami-Dade,-80.5684,25.6148,7,2018-06-13,0.71,73.3,79.6,85.8,74.4,0.51,13.32,2018-06,2018,2018-06,2018,73.8,101.3,83.9,84.2
Miami-Dade,-80.5684,25.6148,7,2018-06-14,0.17,74.3,81.2,88.1,74.4,0.44,16.22,2018-06,2018,2018-06,2018,74.7,106.5,86.9,79.9
Miami-Dade,-80.5684,25.6148,7,2018-06-15,0.06,74.4,81.3,88.3,73.6,0.67,17.29,2018-06,2018,2018-06,2018,74.8,105.7,86.6,77.6
Miami-Dade,-80.5684,25.6148,7,2018-06-16,0.01,73.8,81.5,89.2,73.3,0.87,18.45,2018-06,2018,2018-06,2018,74.1,107.8,86.8,76.3
Miami-Dade,-80.5684,25.6148,7,2018-06-17,0.87,76.8,83.8,90.8,74.6,1.09,21.7,2018-06,2018,2018-06,2018,77.2,111.4,91.3,74
Miami-Dade,-80.5684,25.6148,7,2018-06-18,0.2,76.9,83.2,89.4,75,0.98,19.08,2018-06,2018,2018-06,2018,77.4,108.5,90.7,76.4
Miami-Dade,-80.5684,25.6148,7,2018-06-19,0.19,76.6,82.5,88.4,74.6,1.26,16.6,2018-06,2018,2018-06,2018,77.1,105.8,89.3,77.2
Miami-Dade,-80.5684,25.6148,7,2018-06-20,0.06,75.7,82.5,89.2,73.8,1.07,19.85,2018-06,2018,2018-06,2018,76.1,106.9,88.7,75.1
Miami-Dade,-80.5684,25.6148,7,2018-06-21,0.06,77.1,84.8,92.5,73.9,1.73,27.84,2018-06,2018,2018-06,2018,77.4,113.8,92.2,70
Miami-Dade,-80.5684,25.6148,7,2018-06-22,0,77.9,85.1,92.3,75.7,1.13,23.32,2018-06,2018,2018-06,2018,78.4,116.3,94.4,73.6
Miami-Dade,-80.5684,25.6148,7,2018-06-23,0.02,78.8,85.9,93.1,75.2,1.04,25.58,2018-06,2018,2018-06,2018,79.2,116.4,95.1,70.6
Miami-Dade,-80.5684,25.6148,7,2018-06-24,0.32,76,83,90.1,74.8,1.05,20.16,2018-06,2018,2018-06,2018,76.4,110.9,90.2,76.4
Miami-Dade,-80.5684,25.6148,7,2018-06-25,1.94,73.6,81.9,90.2,73.9,0.51,21.26,2018-06,2018,2018-06,2018,73.9,111.5,87.8,76.8
Miami-Dade,-80.5684,25.6148,7,2018-06-26,0.19,75.7,82.8,90,74.4,1.35,20.2,2018-06,2018,2018-06,2018,76.1,110.2,89.6,75.9
Miami-Dade,-80.5684,25.6148,7,2018-06-27,0.75,73.9,81.8,89.7,73.7,0.76,19.44,2018-06,2018,2018-06,2018,74.2,109.7,87.5,76.6
Miami-Dade,-80.5684,25.6148,7,2018-06-28,0.02,76.3,83.3,90.2,73.8,1.06,20.53,2018-06,2018,2018-06,2018,76.7,108.8,89.9,73.2
Miami-Dade,-80.5684,25.6148,7,2018-06-29,0.08,75.1,83.5,92,73.8,1.32,24.69,2018-06,2018,2018-06,2018,75.4,114.4,90.2,72.7
Miami-Dade,-80.5684,25.6148,7,2018-06-30,0.08,76.3,83.2,90.2,74.6,1.47,20.86,2018-06,2018,2018-06,2018,76.7,110.5,90.4,75.4
Miami-Dade,-80.5684,25.6148,7,2018-07-01,0.44,75.1,80.4,85.8,75,0.19,11.85,2018-07,2018,2018-07,2018,75.7,101.1,85.7,83.7
Miami-Dade,-80.5684,25.6148,7,2018-07-02,0.03,78.4,84.4,90.4,74.2,1.44,20.27,2018-07,2018,2018-07,2018,78.9,108.3,91.9,71.6
Miami-Dade,-80.5684,25.6148,7,2018-07-03,0.06,78.3,85,91.7,74.4,2.11,22.52,2018-07,2018,2018-07,2018,78.7,111.8,93,70.7
Miami-Dade,-80.5684,25.6148,7,2018-07-04,0,77.5,83.8,90.1,73.7,2.53,20.55,2018-07,2018,2018-07,2018,77.9,107.5,90.6,71.8
Miami-Dade,-80.5684,25.6148,7,2018-07-05,1.26,73.7,81.6,89.4,73.6,0.82,19.04,2018-07,2018,2018-07,2018,74,108.8,87.1,76.8
Miami-Dade,-80.5684,25.6148,7,2018-07-06,0.15,74.8,82.1,89.5,75.1,1.36,17.09,2018-07,2018,2018-07,2018,75.3,111.1,88.9,79.5
Miami-Dade,-80.5684,25.6148,7,2018-07-07,0,78.4,84.6,90.9,72.4,5.82,24.04,2018-07,2018,2018-07,2018,78.7,106.5,90.8,67
Miami-Dade,-80.5684,25.6148,7,2018-07-08,0.11,78.4,84.3,90.2,73.2,3.39,20.37,2018-07,2018,2018-07,2018,78.8,106.2,91,69.5
Miami-Dade,-80.5684,25.6148,7,2018-07-09,0,79.4,85.2,91,74.5,3.33,22.98,2018-07,2018,2018-07,2018,79.9,109.4,93.4,70.5
Miami-Dade,-80.5684,25.6148,7,2018-07-10,0.16,77.9,84.7,91.5,74.8,1.83,22.61,2018-07,2018,2018-07,2018,78.3,112.5,92.9,72.4
Miami-Dade,-80.5684,25.6148,7,2018-07-11,0.23,76.1,83.1,90.2,74.1,1.53,21.02,2018-07,2018,2018-07,2018,76.5,109.7,89.8,74.4
Miami-Dade,-80.5684,25.6148,7,2018-07-12,0.73,72.7,81.5,90.3,73.6,0.99,21.08,2018-07,2018,2018-07,2018,73,112.1,87,77.1
Miami-Dade,-80.5684,25.6148,7,2018-07-13,1.67,72.7,81.5,90.4,73.2,1,20,2018-07,2018,2018-07,2018,73,111.6,86.7,76
Miami-Dade,-80.5684,25.6148,7,2018-07-14,0.04,77.3,85,92.7,73.7,2.61,25.03,2018-07,2018,2018-07,2018,77.6,113.7,92.4,69.1
Miami-Dade,-80.5684,25.6148,7,2018-07-15,0.04,77.3,84.5,91.7,73.3,3.63,24.24,2018-07,2018,2018-07,2018,77.6,110.7,91.3,69.3
Miami-Dade,-80.5684,25.6148,7,2018-07-16,0,78.3,85.5,92.6,72.9,3.38,28.18,2018-07,2018,2018-07,2018,78.6,111,92.4,66.2
Miami-Dade,-80.5684,25.6148,7,2018-07-17,0.4,78,84.3,90.7,75.8,1.66,20.69,2018-07,2018,2018-07,2018,78.5,112.5,93.2,75.8
Miami-Dade,-80.5684,25.6148,7,2018-07-18,0.35,78.6,84.9,91.2,76.1,1.98,20.83,2018-07,2018,2018-07,2018,79.1,113.7,94.5,75.1
Miami-Dade,-80.5684,25.6148,7,2018-07-19,0.12,78.5,85.4,92.2,75.8,1.89,24.01,2018-07,2018,2018-07,2018,79,115.6,94.9,73.2
Miami-Dade,-80.5684,25.6148,7,2018-07-20,0.01,79.3,86.7,94,75.2,2.76,28.26,2018-07,2018,2018-07,2018,79.7,117.9,96.2,68.8
Miami-Dade,-80.5684,25.6148,7,2018-07-21,0,78.9,85.2,91.6,75.2,2.9,22.16,2018-07,2018,2018-07,2018,79.4,112.7,94,72.2
Miami-Dade,-80.5684,25.6148,7,2018-07-22,0,81.3,87.1,92.8,75.3,3.93,26.37,2018-07,2018,2018-07,2018,84.8,113.3,96.9,68.2
Miami-Dade,-80.5684,25.6148,7,2018-07-23,0.09,78.5,85.3,92.1,76.1,2.35,20.64,2018-07,2018,2018-07,2018,79,116,95.1,74.1
Miami-Dade,-80.5684,25.6148,7,2018-07-24,0.42,76.2,84.1,91.9,75.6,1.74,19.94,2018-07,2018,2018-07,2018,76.6,116.8,92.7,75.8
Miami-Dade,-80.5684,25.6148,7,2018-07-25,0.65,76.8,82.5,88.2,76.4,1.13,14.36,2018-07,2018,2018-07,2018,77.4,108.2,90.6,81.9
Miami-Dade,-80.5684,25.6148,7,2018-07-26,0,79.6,86,92.4,76.2,2.71,22.49,2018-07,2018,2018-07,2018,82.6,115.8,96.3,72.7
Miami-Dade,-80.5684,25.6148,7,2018-07-27,0.99,77.8,85.1,92.3,75.3,3.03,22.99,2018-07,2018,2018-07,2018,78.2,115.4,94,72.6
Miami-Dade,-80.5684,25.6148,7,2018-07-28,0.04,79,84.7,90.3,76.1,2.02,18.2,2018-07,2018,2018-07,2018,79.6,110.9,94.1,75.6
Miami-Dade,-80.5684,25.6148,7,2018-07-29,0.12,78.2,83.9,89.6,75.2,2.36,16.75,2018-07,2018,2018-07,2018,78.7,108.3,92,75.2
Miami-Dade,-80.5684,25.6148,7,2018-07-30,0.13,75.4,80.9,86.4,73.8,1.35,14.35,2018-07,2018,2018-07,2018,75.9,100.6,86,79.1
Miami-Dade,-80.5684,25.6148,7,2018-07-31,0.47,75.5,80.4,85.2,74.1,1.71,12.5,2018-07,2018,2018-07,2018,76,98,85.3,81.2
Miami-Dade,-80.5684,25.6148,7,2018-08-01,0.02,77.8,84.2,90.6,75.3,2.46,18.32,2018-08,2018,2018-08,2018,78.3,111.3,92.6,74.8
Miami-Dade,-80.5684,25.6148,7,2018-08-02,0.53,77,82.3,87.7,76,2.03,13.59,2018-08,2018,2018-08,2018,77.6,106.1,89.9,81.4
Miami-Dade,-80.5684,25.6148,7,2018-08-03,0.03,77.9,83.7,89.5,74.6,3.66,19.4,2018-08,2018,2018-08,2018,78.4,107.3,91.2,74.2
Miami-Dade,-80.5684,25.6148,7,2018-08-04,0.01,78,83.7,89.4,74.9,3.02,18.31,2018-08,2018,2018-08,2018,78.5,107.5,91.4,75
Miami-Dade,-80.5684,25.6148,7,2018-08-05,0.01,79.4,84.7,90,74.9,3.69,20.01,2018-08,2018,2018-08,2018,79.9,107.7,93,72.6
Miami-Dade,-80.5684,25.6148,7,2018-08-06,0.01,78.5,84.4,90.2,73.8,5.1,22.01,2018-08,2018,2018-08,2018,78.9,107,91.6,70.7
Miami-Dade,-80.5684,25.6148,7,2018-08-07,0.37,77.7,84.4,91.1,73.7,2.88,24.4,2018-08,2018,2018-08,2018,78.1,109.6,91.5,70.4
Miami-Dade,-80.5684,25.6148,7,2018-08-08,0.45,75,82.2,89.3,75.4,1.27,17.91,2018-08,2018,2018-08,2018,75.5,110.8,89.3,80
Miami-Dade,-80.5684,25.6148,7,2018-08-09,0,80.1,86,91.8,75.3,2.76,22.96,2018-08,2018,2018-08,2018,83.2,112,95.3,70.6
Miami-Dade,-80.5684,25.6148,7,2018-08-10,0.44,75.8,84.3,92.9,74.7,2.46,23.41,2018-08,2018,2018-08,2018,76.2,118,92.2,73.1
Miami-Dade,-80.5684,25.6148,7,2018-08-11,2.28,73,83.2,93.4,73.2,0.88,27.18,2018-08,2018,2018-08,2018,73.2,118.8,89.4,72
Miami-Dade,-80.5684,25.6148,7,2018-08-12,0.28,76,83,89.9,74.4,1.22,19.66,2018-08,2018,2018-08,2018,76.4,109.4,89.9,75.4
Miami-Dade,-80.5684,25.6148,7,2018-08-13,0.2,77.3,82.8,88.2,73.9,2.19,17.67,2018-08,2018,2018-08,2018,77.8,103.5,89.2,74.6
Miami-Dade,-80.5684,25.6148,7,2018-08-14,0,78.6,85.2,91.8,74.3,3.31,22.55,2018-08,2018,2018-08,2018,79,111.5,93.2,70
Miami-Dade,-80.5684,25.6148,7,2018-08-15,0.2,76.9,82.8,88.7,74.8,2.1,17.87,2018-08,2018,2018-08,2018,77.4,106.5,89.9,76.9
Miami-Dade,-80.5684,25.6148,7,2018-08-16,0,79.5,85,90.4,74.7,4.19,21.04,2018-08,2018,2018-08,2018,82.3,108.1,93.2,71.4
Miami-Dade,-80.5684,25.6148,7,2018-08-17,0.01,78.7,84.6,90.5,74.8,4.36,21.48,2018-08,2018,2018-08,2018,79.2,109.3,92.7,72.6
Miami-Dade,-80.5684,25.6148,7,2018-08-18,0,79.6,85.1,90.5,75.4,3.42,20.26,2018-08,2018,2018-08,2018,82.6,109.6,94.1,72.9
Miami-Dade,-80.5684,25.6148,7,2018-08-19,0.18,78,84.6,91.2,75.2,2.8,21.68,2018-08,2018,2018-08,2018,78.5,112.4,93.1,73.6
Miami-Dade,-80.5684,25.6148,7,2018-08-20,1.64,74.4,82.3,90.2,75.1,0.77,18.21,2018-08,2018,2018-08,2018,74.8,113.3,89.3,79
Miami-Dade,-80.5684,25.6148,7,2018-08-21,0,78.3,84.6,91,75.6,1.98,20.36,2018-08,2018,2018-08,2018,78.8,112.6,93.5,74.6
Miami-Dade,-80.5684,25.6148,7,2018-08-22,0,79.8,85.4,91.1,74.3,3.58,23.59,2018-08,2018,2018-08,2018,82.6,109,93.5,69.6
Miami-Dade,-80.5684,25.6148,7,2018-08-23,0.11,78.1,83.9,89.6,75,2.49,18.91,2018-08,2018,2018-08,2018,78.6,107.9,91.8,74.7
Miami-Dade,-80.5684,25.6148,7,2018-08-24,0.02,78,83.7,89.4,74.7,3.01,18.59,2018-08,2018,2018-08,2018,78.5,107.2,91.3,74.5
Miami-Dade,-80.5684,25.6148,7,2018-08-25,0.02,77.7,83.8,89.8,75.3,3.14,18.54,2018-08,2018,2018-08,2018,78.2,109.3,91.9,75.7
Miami-Dade,-80.5684,25.6148,7,2018-08-26,0.35,75.8,81.8,87.8,74.4,1.72,14.26,2018-08,2018,2018-08,2018,76.3,104.6,87.9,78.4
Miami-Dade,-80.5684,25.6148,7,2018-08-27,0.09,76.8,83.1,89.3,74.6,2.41,19.32,2018-08,2018,2018-08,2018,77.3,107.7,90.2,75.7
Miami-Dade,-80.5684,25.6148,7,2018-08-28,0.38,76.1,83,89.9,74.6,1.73,19.14,2018-08,2018,2018-08,2018,76.5,109.8,90.1,75.9
Miami-Dade,-80.5684,25.6148,7,2018-08-29,0.02,78.9,83.8,88.8,74.8,3.97,17.61,2018-08,2018,2018-08,2018,79.4,105.3,91.5,74.5
Miami-Dade,-80.5684,25.6148,7,2018-08-30,0.09,77.6,83.8,89.9,74.8,3.43,19.44,2018-08,2018,2018-08,2018,78.1,108.8,91.5,74.5
Miami-Dade,-80.5684,25.6148,7,2018-08-31,0.78,76.2,81.7,87.3,74.7,2.37,14.8,2018-08,2018,2018-08,2018,76.7,103.6,87.9,79.4
Miami-Dade,-80.5684,25.6148,7,2018-09-01,0.14,76.3,82.8,89.3,75.4,1.67,17.46,2018-09,2018,2018-09,2018,76.8,109.7,90.3,78.5
Miami-Dade,-80.5684,25.6148,7,2018-09-02,0.1,76.1,82.8,89.4,74.1,2.76,18.37,2018-09,2018,2018-09,2018,76.5,107.6,89.4,75.1
Miami-Dade,-80.5684,25.6148,7,2018-09-03,1.5,73.6,80,86.5,73.8,0.92,14.75,2018-09,2018,2018-09,2018,74,102.2,84.4,81.5
Miami-Dade,-80.5684,25.6148,7,2018-09-04,2.89,73.6,75.7,77.7,74.6,0.14,3.09,2018-09,2018,2018-09,2018,74.4,78.7,76.6,96.4
Miami-Dade,-80.5684,25.6148,7,2018-09-05,0,78.1,82.9,87.8,75.8,2.13,15.05,2018-09,2018,2018-09,2018,78.7,105.1,90.8,79.3
Miami-Dade,-80.5684,25.6148,7,2018-09-06,0.09,79.1,83.8,88.6,75.2,2.8,15.87,2018-09,2018,2018-09,2018,79.7,105.3,91.8,75.5
Miami-Dade,-80.5684,25.6148,7,2018-09-07,0.15,76.5,82.5,88.4,74.1,2.65,17.3,2018-09,2018,2018-09,2018,77,104.9,88.9,75.9
Miami-Dade,-80.5684,25.6148,7,2018-09-08,0.08,74.4,79.7,84.9,73.4,1.3,12.82,2018-09,2018,2018-09,2018,74.9,97.1,83.7,81.2
Miami-Dade,-80.5684,25.6148,7,2018-09-09,0.14,76.8,81.5,86.1,74.6,0.78,14.03,2018-09,2018,2018-09,2018,77.4,100,87.5,79.7
Miami-Dade,-80.5684,25.6148,7,2018-09-10,0,78.1,83,87.9,75,1.84,16.6,2018-09,2018,2018-09,2018,78.7,104,90.4,76.9
Miami-Dade,-80.5684,25.6148,7,2018-09-11,0.88,77.5,82.8,88,75,2.04,15.01,2018-09,2018,2018-09,2018,78,104.6,90,77.4
Miami-Dade,-80.5684,25.6148,7,2018-09-12,0,78.5,83.9,89.3,75.4,1.42,17.96,2018-09,2018,2018-09,2018,79.1,107.7,92.2,75.7
Miami-Dade,-80.5684,25.6148,7,2018-09-13,0.04,79.6,85.1,90.6,76.3,2.22,20.42,2018-09,2018,2018-09,2018,82.9,111.6,95,75.1
Miami-Dade,-80.5684,25.6148,7,2018-09-14,0.74,77.2,84.3,91.3,75.8,2,19.99,2018-09,2018,2018-09,2018,77.7,114.6,93.2,75.8
Miami-Dade,-80.5684,25.6148,7,2018-09-15,0.67,78.2,84.3,90.4,75.9,1.63,19.21,2018-09,2018,2018-09,2018,78.7,111.6,93.3,76
Miami-Dade,-80.5684,25.6148,7,2018-09-16,0.04,78.7,84.5,90.3,75.9,2.01,19.73,2018-09,2018,2018-09,2018,79.3,110.9,93.6,75.5
Miami-Dade,-80.5684,25.6148,7,2018-09-17,0,80,85.9,91.8,75.5,3.5,21.06,2018-09,2018,2018-09,2018,83.1,112.6,95.4,71.3
Miami-Dade,-80.5684,25.6148,7,2018-09-18,0,80,85.2,90.5,75.8,4.26,18.64,2018-09,2018,2018-09,2018,83.4,110.1,94.6,73.6
Miami-Dade,-80.5684,25.6148,7,2018-09-19,0,78.6,84.1,89.7,75.7,2.02,17.99,2018-09,2018,2018-09,2018,79.2,109.2,92.8,76
Miami-Dade,-80.5684,25.6148,7,2018-09-20,0.08,78,84.3,90.5,75.9,1.65,19.05,2018-09,2018,2018-09,2018,78.5,111.9,93.3,76
Miami-Dade,-80.5684,25.6148,7,2018-09-21,0.02,78.4,85,91.5,75.5,2.95,21.1,2018-09,2018,2018-09,2018,78.9,113.3,94,73.4
Miami-Dade,-80.5684,25.6148,7,2018-09-22,0.15,78.5,83.7,88.8,74.7,2.8,18.16,2018-09,2018,2018-09,2018,79,105.3,91.3,74.5
Miami-Dade,-80.5684,25.6148,7,2018-09-23,0.13,77.9,83.1,88.2,75.6,2.69,15.88,2018-09,2018,2018-09,2018,78.5,105.7,91,78.2
Miami-Dade,-80.5684,25.6148,7,2018-09-24,0.02,79.4,85.1,90.9,74.8,2.21,23.03,2018-09,2018,2018-09,2018,79.9,109.7,93.5,71.4
Miami-Dade,-80.5684,25.6148,7,2018-09-25,0.05,79,85.1,91.1,75.7,2.58,21.24,2018-09,2018,2018-09,2018,79.5,112.1,94.4,73.6
Miami-Dade,-80.5684,25.6148,7,2018-09-26,0,79.3,85.7,92,75.9,3.06,22.41,2018-09,2018,2018-09,2018,79.8,114.4,95.5,72.7
Miami-Dade,-80.5684,25.6148,7,2018-09-27,0.02,80.6,85.5,90.4,75.6,3.69,20.16,2018-09,2018,2018-09,2018,84.3,108.9,94.9,72.4
Miami-Dade,-80.5684,25.6148,7,2018-09-28,0.02,79.5,84.8,90.2,76.1,4.64,17.39,2018-09,2018,2018-09,2018,82.7,110.4,94.3,75.3
Miami-Dade,-80.5684,25.6148,7,2018-09-29,0.14,79.8,84.7,89.7,75.2,3.07,20.03,2018-09,2018,2018-09,2018,83,107.3,93.2,73.3
Miami-Dade,-80.5684,25.6148,7,2018-09-30,0.24,75.8,82.6,89.4,74.3,2.07,19.39,2018-09,2018,2018-09,2018,76.2,108.3,89.2,76.1
Miami-Dade,-80.5684,25.6148,7,2018-10-01,0.03,78,83.2,88.4,74.4,3.05,17.98,2018-10,2018,2018-10,2018,78.5,104.3,90.2,74.9
Miami-Dade,-80.5684,25.6148,7,2018-10-02,0.04,78.5,83.6,88.6,74.5,1.95,19.08,2018-10,2018,2018-10,2018,79,104.4,90.9,74.2
Miami-Dade,-80.5684,25.6148,7,2018-10-03,0.05,77.3,82.5,87.7,73.6,3.77,16.31,2018-10,2018,2018-10,2018,77.8,102,88.6,74.6
Miami-Dade,-80.5684,25.6148,7,2018-10-04,0.36,75.4,81.5,87.5,72.8,1.85,18.31,2018-10,2018,2018-10,2018,75.8,101.6,86.5,75
Miami-Dade,-80.5684,25.6148,7,2018-10-05,0.36,76.6,82.3,88.1,75.3,1.46,16.76,2018-10,2018,2018-10,2018,77.1,106.3,89.4,79.5
Miami-Dade,-80.5684,25.6148,7,2018-10-06,0.03,76.6,82.4,88.3,72.6,4.45,17.14,2018-10,2018,2018-10,2018,77,102.4,87.8,72.4
Miami-Dade,-80.5684,25.6148,7,2018-10-07,0.04,77.2,81.8,86.4,72,4.98,16.46,2018-10,2018,2018-10,2018,77.6,97.1,86.6,72.3
Miami-Dade,-80.5684,25.6148,7,2018-10-08,0.15,76.6,81,85.4,72.9,2.83,15.65,2018-10,2018,2018-10,2018,77.1,96.4,85.8,76.5
Miami-Dade,-80.5684,25.6148,7,2018-10-09,0.03,78.9,82.1,85.3,74.9,2.88,12.86,2018-10,2018,2018-10,2018,79.5,97.2,88.8,78.9
Miami-Dade,-80.5684,25.6148,7,2018-10-10,0,80.8,84.8,88.9,77.5,1.63,15.22,2018-10,2018,2018-10,2018,85.8,108.6,95.8,78.9
Miami-Dade,-80.5684,25.6148,7,2018-10-11,0.03,78.4,83.9,89.5,78.1,0.85,16.09,2018-10,2018,2018-10,2018,79.1,113.7,94.8,82.8
Miami-Dade,-80.5684,25.6148,7,2018-10-12,0.21,77.7,83.3,89,78,0.26,13.82,2018-10,2018,2018-10,2018,78.4,112.8,93.5,84.2
Miami-Dade,-80.5684,25.6148,7,2018-10-13,0.25,75.7,82.2,88.7,77,0.66,14.22,2018-10,2018,2018-10,2018,76.3,111.8,90.5,84.4
Miami-Dade,-80.5684,25.6148,7,2018-10-14,0,76.1,83,89.9,75.2,0.36,19.77,2018-10,2018,2018-10,2018,76.6,111,90.5,77.5
Miami-Dade,-80.5684,25.6148,7,2018-10-15,0.01,78,83.9,89.8,75.9,2.6,17.51,2018-10,2018,2018-10,2018,78.6,110.3,92.6,77
Miami-Dade,-80.5684,25.6148,7,2018-10-16,0,79.5,83.7,87.9,76.3,2.51,14.24,2018-10,2018,2018-10,2018,83,105,92.6,78.5
Miami-Dade,-80.5684,25.6148,7,2018-10-17,0.04,77.3,82.8,88.3,75.9,1.11,15.82,2018-10,2018,2018-10,2018,77.9,107.1,90.7,79.8
Miami-Dade,-80.5684,25.6148,7,2018-10-18,0,78.4,83.3,88.2,75.5,1.59,16.11,2018-10,2018,2018-10,2018,79,105.3,91.3,77.5
Miami-Dade,-80.5684,25.6148,7,2018-10-19,0,76.9,82.2,87.6,74.5,2.29,15.79,2018-10,2018,2018-10,2018,77.4,103.4,88.7,77.6
Miami-Dade,-80.5684,25.6148,7,2018-10-20,0,74.9,81.2,87.6,73.1,0.72,17.78,2018-10,2018,2018-10,2018,75.3,102.8,86.2,76.5
Miami-Dade,-80.5684,25.6148,7,2018-10-21,0,75.2,82.4,89.6,74.4,0.54,19.27,2018-10,2018,2018-10,2018,75.6,109.5,88.9,76.9
Miami-Dade,-80.5684,25.6148,7,2018-10-22,0.01,75,82.5,89.9,71.1,1.11,25.66,2018-10,2018,2018-10,2018,75.2,104.7,87.1,68.6
Miami-Dade,-80.5684,25.6148,7,2018-10-23,0.11,73.6,79.5,85.3,70.8,1.45,15.06,2018-10,2018,2018-10,2018,73.9,95.4,82.6,74.8
Miami-Dade,-80.5684,25.6148,7,2018-10-24,0,73.5,79.8,86,70.7,0.96,18.31,2018-10,2018,2018-10,2018,73.8,96.8,83.1,73.9
Miami-Dade,-80.5684,25.6148,7,2018-10-25,0,71.9,79.5,87.1,69.8,0.68,21.54,2018-10,2018,2018-10,2018,72,99,82.4,72.3
Miami-Dade,-80.5684,25.6148,7,2018-10-26,0.03,73.3,79.4,85.6,72.1,0.68,14.94,2018-10,2018,2018-10,2018,73.7,97.9,82.8,78.5
Miami-Dade,-80.5684,25.6148,7,2018-10-27,0,75.2,81.5,87.8,73.3,0.7,18.14,2018-10,2018,2018-10,2018,75.6,103.3,86.8,76.3
Miami-Dade,-80.5684,25.6148,7,2018-10-28,0,67.2,77.4,87.6,67.9,0.95,19.39,2018-10,2018,2018-10,2018,67.1,100.6,77.8,72.6
Miami-Dade,-80.5684,25.6148,7,2018-10-29,0,64.8,72.7,80.6,58.8,3.78,18.55,2018-10,2018,2018-10,2018,64.3,82.8,72.6,61.7
Miami-Dade,-80.5684,25.6148,7,2018-10-30,0,64.6,73.1,81.5,59.9,1.23,20.67,2018-10,2018,2018-10,2018,64.2,84.3,73.1,63.4
Miami-Dade,-80.5684,25.6148,7,2018-10-31,0,67.2,75.8,84.4,66,0.77,17.77,2018-10,2018,2018-10,2018,67.1,91.9,76.1,71.7
Miami-Dade,-80.5684,25.6148,7,2018-11-01,0,69.7,76.6,83.5,66.7,0.88,16.95,2018-11,2018,2018-11,2018,69.7,89.9,77,71.6
Miami-Dade,-80.5684,25.6148,7,2018-11-02,0.09,71.6,78.4,85.2,71.3,0.12,16.08,2018-11,2018,2018-11,2018,71.9,96.9,79,78.9
Miami-Dade,-80.5684,25.6148,7,2018-11-03,0.2,70.9,79.2,87.4,73.1,0.21,14.92,2018-11,2018,2018-11,2018,71.2,105.3,79.9,81.7
Miami-Dade,-80.5684,25.6148,7,2018-11-04,0.09,71.7,75.9,80.1,72.5,0.18,8.27,2018-11,2018,2018-11,2018,72.2,86.4,76.6,89.3
Miami-Dade,-80.5684,25.6148,7,2018-11-05,0,72.6,79.5,86.4,74.1,0.38,15.13,2018-11,2018,2018-11,2018,73,103,83.6,83.6
Miami-Dade,-80.5684,25.6148,7,2018-11-06,0.01,72.4,79.4,86.4,72.2,0.21,17.57,2018-11,2018,2018-11,2018,72.7,100.3,82.9,78.7
Miami-Dade,-80.5684,25.6148,7,2018-11-07,0.02,73.6,80,86.4,74.3,0.12,15.45,2018-11,2018,2018-11,2018,74.1,102.6,84.6,82.8
Miami-Dade,-80.5684,25.6148,7,2018-11-08,0.15,73.3,79.8,86.4,73.2,0.25,17.51,2018-11,2018,2018-11,2018,73.7,101.3,83.9,80.4
Miami-Dade,-80.5684,25.6148,7,2018-11-09,0,73.6,80,86.5,74.2,0.29,14.17,2018-11,2018,2018-11,2018,74.1,102.8,84.6,82.6
Miami-Dade,-80.5684,25.6148,7,2018-11-10,0,72.5,79.7,87,73.5,0.14,17.53,2018-11,2018,2018-11,2018,72.9,103.8,83.8,81.4
Miami-Dade,-80.5684,25.6148,7,2018-11-11,0.07,74,81.5,88.9,73.3,0.43,21.03,2018-11,2018,2018-11,2018,74.3,106.8,86.8,76.3
Miami-Dade,-80.5684,25.6148,7,2018-11-12,0.03,73.9,80,86.1,74,0.27,15.13,2018-11,2018,2018-11,2018,74.4,101.2,84.5,82
Miami-Dade,-80.5684,25.6148,7,2018-11-13,0.22,74.4,79.9,85.4,74.2,0.24,14.79,2018-11,2018,2018-11,2018,74.9,99.3,84.4,82.8
Miami-Dade,-80.5684,25.6148,7,2018-11-14,0.01,74.6,80.9,87.1,76,0.11,13.59,2018-11,2018,2018-11,2018,75.2,106.4,87.2,85.1
Miami-Dade,-80.5684,25.6148,7,2018-11-15,0.2,74.4,81.2,87.9,75.7,0.17,15.28,2018-11,2018,2018-11,2018,74.9,108.2,87.6,83.5
Miami-Dade,-80.5684,25.6148,7,2018-11-16,0,59.9,72.1,84.3,67.5,0.28,11.96,2018-11,2018,2018-11,2018,59.8,97.1,72.6,85.5
Miami-Dade,-80.5684,25.6148,7,2018-11-17,0,60,67.5,75,59.2,1.7,11.42,2018-11,2018,2018-11,2018,59.6,75.4,67.5,74.8
